name,phone,email,website,category,address1,address2,region,zip,country,googlestars,googlecount,yelpstars,yelpcount,fbstars,fbcount,ig_followers
"NYC Dental Offices for Lease and Sale","+12122352000","","http://dentalspaceny.com/","Commercial property estate agent","32 Union Sq E Ste 1204","New York","NY","10003","US","5","1","","","","",""
"New York County Dental Society","+12125738500","jchei@nycdentalsociety.org","http://www.nycdentalsociety.org/","Professional association","622 3rd Ave 9th floor","New York","NY","10017","US","4.5","11","","","","","3282"
"DC 37 Health Center","+12127664440","4unionnow@gmail.com","http://www.dc37.net/","Dental insurance agency","115 Chambers St","New York","NY","10007","US","2.9","36","","","","","7731"
"Greater NY Dental Meeting","+12123986922","jayme@gnydm.com","http://www.gnydm.com/","Association / Organization","200 W 41st St #1101","New York","NY","10036","US","4.9","28","","","","","16528"
"Advanced DDS","+15168251100","frontdesk@advanceddds.com","https://advanceddds.com/","Dentist","200 Garden City Plaza 101 Suite 101","Garden City","NY","11530","US","4.7","793","4","159","","","674"
"Cosmetic &amp; General Dentistry","+18456340444","newcitydentist44@gmail.com","https://www.newcitydentist.com/","Dentist","115 N Main St","New City","NY","10956","US","4.9","412","","","","","445"
"Great Expressions Dental Centers - New City","+18452003265","","https://www.greatexpressions.com/dental-offices/dentist-in-new-city-new-york/","Dentist","381 S Little Tor Rd","New City","NY","10956","US","4.5","410","","","","","1081"
"Clarkstown Dental, Dr. Jonathan Torma","+18456348111","","http://www.clarkstownsmiles.com/","Dentist","228 N Main St","New City","NY","10956","US","4.8","68","","","","","407"
"Shore Smiles Dental","+15169901587","shoresmilesdentalpc@gmail.com","https://www.shoresmilesdentalny.com/","Dentist","875 N Broadway","North Massapequa","NY","11758","US","4.7","1728","","","","","1119"
"Diamond Dental Manhattan - Pediatric &amp; Adult Family Dentistry","+12126614223","diamonddentalmanhattan@gmail.com","http://www.diamonddentalmanhattan.com/","Dentist","161 Madison Ave Suite 7NW","New York","NY","10016","US","4.9","40","","","5","6","74"
"The Manhattan Dentist - Elliot Davis D.D.S.","+12126459255","drdavis@themanhattandentist.com","https://themanhattandentist.com/","Dentist","80 5th Ave #1607","New York","NY","10011","US","5.0","14","","","","","68"
"Dr. Jennifer K. Shin, DDS","+12126834428","frontdesk@shindds.com","http://www.shindds.com/","Dentist","286 Madison Ave #1803","New York","NY","10017","US","5","148","","","","","704"
"UPPER EAST DENTAL INNOVATIONS PLLC.","+12126971701","","http://www.uedi.nyc/","Dentist","121 E 60th St Apt 1B","New York","NY","10022","US","4.7","369","","","","","358"
"Carnegie Dental Wellness: Constantina Bacopoulou, DDS","+15512532506","nbdds@me.com","https://www.cnbdental.com/","Dentist","134 W 58th St #105","New York","NY","10019","US","5.0","47","","","","",""
"Joseph C. Lattinelli, DMD","+12127527188","drlattinelli@drlattinelli.com","https://www.drlattinelli.com/","Dentist","121 E 60th St","New York","NY","10022","US","5.0","264","","","","","46653"
"Fifth Avenue Endodontics","+12127571000","info@rockendo.com","http://www.rockendony.com/","Endodontist","45 Rockefeller Plaza #1863","New York","NY","10111","US","4.9","60","","","","",""
"Bensonhurst Dental Care","+17182343434","drmarina1872@gmail.com","http://www.bensonhurstdentalcare.com/","Cosmetic dentist","1872 80th St","Brooklyn","NY","11214","US","4.8","523","","","","","9682"
"Dr. Daniel Rubinshtein","+19172683665","drdanielmgmt@gmail.com","http://smilesbydrdaniel.com/","Cosmetic dentist","1872 80th St Suite 1B","Brooklyn","NY","11214","US","4.9","287","","","","","430187"
"Steven H. Brenman DMD","+17186502199","drstevenbrenman@gmail.com","http://www.stevenbrenmandmd.com/","Dentist","1311 Bay St","Staten Island","NY","10305","US","4.4","327","","","","4",""
"Manor Dental","+15162126709","manordental@mydentalmail.com","http://manordentalny.com/","Dentist","66 Covert Ave","Garden City","NY","11530","US","4.8","304","","","","","350"
"CPS Dental Inc","+12128895858","askusaquestion@cpsdentalinc.com","https://cpsdentalinc.com/","Dental insurance agency","11 Hanover Square 8th floor","New York","NY","10005","US","","","","","","",""
"NYC Health   Hospitals/Woodhull","+17189638000","springes@nychhc.org","http://www.nychealthandhospitals.org/Woodhull","Medical centre","760 Broadway","Brooklyn","NY","11206","US","2.4","994","","","","","54585"
"Aetna Better Health of New York","+18554569126","abhilvendormgmt@aetna.com","http://aetnabetterhealth.com/","Health insurance agency","55 W 125th St #1300","New York","NY","10027","US","1.7","23","","","","",""
"Delta Dental of New Jersey, Inc.","+19732854000","","http://www.deltadentalnj.com/","Dental insurance agency","1639 NJ-10","Parsippany","NJ","07054","US","2.2","76","","","","","1105"
"NYU Langone Health","+16469297800","jim.mandler@nyulangone.org","https://nyulangone.org/doctors","Hospital","550 1st Ave","New York","NY","10016","US","3.8","493","","","","","50266"
"Dr. Lena Sapozhnikoff","+16469565463","info@drlenadentistry.com","http://www.drlenadentistry.com/","Dentist","111 Broadway # 1707","New York","NY","10006","US","5.0","40","","","","","5280"
"Metropolitan Dental Care","+12128674223","info@mdcnyc.net","https://www.metropolitandentalcarenyc.com/","Dentist","275 Madison Ave #2118","New York","NY","10016","US","5","216","","","","","8139"
"Madison Dentistry","+12127537400","424madisonave@gmail.com","http://madisondentistrynyc.com/","Dentist","424 Madison Ave 15th floor","New York","NY","10017","US","4.8","155","","","","",""
"Park Avenue Dental Cosmetics","+12125320690","parkavedentistny@gmail.com","http://www.parkavenuedentistnyc.com/","Cosmetic dentist","35 E 35th St # 1k","New York","NY","10016","US","5.0","13","4.9","9","","","235"
"Ruby Gelman DMD, Mallory Leibman DMD","+12126829555","info@rubygelman.com","https://www.rubygelman.com/","Paediatric Dentist","49 W 12th St #1F","New York","NY","10011","US","5","368","4.2","24","5","23",""
"Leaf Dental","+17182853035","info@leafdental.com","https://www.leafdental.com/","Dentist","18 Adams St","Brooklyn","NY","11201","US","4.9","731","4.7","40","","","263"
"Dr. Marjan Kermanshah, DDS","+12122490877","info@stardentalsmiles.com","http://www.stardentalsmiles.com/","Dentist","353 E 83rd St","New York","NY","10028","US","4.8","181","","","","","1838"
"Robert W. Marder, DMD","+12122658291","robertmarderdmd@optonline.net","http://www.marderdental.com/","Dentist","119 W 57th St #1507","New York","NY","10019","US","5","2","","","","",""
"Sleep Sedation Dentistry NY - Stuart Blaustein DMD & George Gillen DDS & George Lee DDS","+12124813636","sleepdentistryny@gmail.com","http://www.sleepdentistryny.com/","Dentist","161 Madison Ave Suite 7NW","New York","NY","10016","US","4.6","9","","","","",""
"1311 Jackson Ave Dental","+17183583307","info@jacksonavedental.com","https://www.jacksonavedental.com/","Dentist","13-11 Jackson Ave","Long Island City","NY","11101","US","4.9","936","","","","","250"
"Kids Dental East Broadway","+12122010710","kdeastbroadway@gmail.com","http://www.myfirstdentistny.com/","Paediatric Dentist","183 E Broadway #183A","New York","NY","10002","US","4.3","48","","","","","867"
"Fox Fresh Breath Dental Office of New York","+12129531544","foxmadisondental@yahoo.com","http://foxfreshbreathdental.com/","Dental clinic","110 E 40th St","New York","NY","10016","US","4.7","48","","","","",""
"Astoria Dental Group /SMILEDR","+17182781123","drdegel@smiledr.com","https://www.cosmeticdentistrynewyork.com/astoria-dentist-office","Dentist","32-17 Broadway","Astoria","NY","11106","US","4.3","151","","","","",""
"Gentle Dental in Queens","+17185147831","info@queenssmile.com","https://www.queenssmile.com/","Dental clinic","35-30 Francis Lewis Blvd # 203","Bayside","NY","11358","US","4.7","1031","","","","","347"
"BronxCare Medical and Dental at Poe","+17188177900","ikirsch@bronxcare.org","http://www.bronxcare.org/","Clinic","2432 Grand Concourse","Bronx","NY","10458","US","2.5","166","","","","",""
"Mount Sinai West","+12125234000","","https://www.mountsinai.org/locations/west","Hospital","1000 10th Ave","New York","NY","10019","US","2.9","770","","","","","82029"
"Columbia University Irving Medical Center","+18774265637","volackc@nyp.org","http://www.cumc.columbia.edu/","Medical centre","622 W 168th St","New York","NY","10032","US","3.3","111","","","","","44208"
"NewYork-Presbyterian / Columbia University Irving Medical Center","+12123052500","community@nyp.org","https://www.nyp.org/locations/newyork-presbyterian-columbia-university-medical-center","Hospital","622 W 168th St","New York","NY","10032","US","3.2","752","","","","","72809"
"Stuyvesant Dental","+12124734151","info@stuydent.com","http://stuydent.com/","Dentist","430 E 20th St Suite # MH","New York","NY","10009","US","5.0","20","5","8","","",""
"Dr. Carlos J. Huerta - The Dental Boutique","+16466493116","drhuerta@dentalboutiquenyc.com","https://www.dentalboutiquenyc.com/","Dentist","151 W 30th St #602","New York","NY","10001","US","4.9","367","4.7","58","","","821"
"City Smiles Dental","+12123751160","contactus@citysmilesdentalnyc.com","http://citysmilesdentalnyc.com/","Dentist","16 W 32nd St Suite 507","New York","NY","10001","US","4.9","153","","","","",""
"Lorna Flamer-Caldera DDS FAGD FACD","+12124207680","attention@orisonline.com","http://www.oriscare.com/","Dentist","31 Washington Square W #1F","New York","NY","10011","US","4.5","16","4","22","","",""
"Dr. Aaronson &amp; Associates","+12126887722","nicholem24@yahoo.com","https://www.aaronsondds.com/","Dentist","305 E 55th St # 204","New York","NY","10022","US","4.7","215","","","","",""
"Dental Artist","+12127592520","hello@drfrancineestrada.com","https://www.drfrancineestrada.com/","Dentist","57 W 57th St #1405","New York","NY","10019","US","4.8","103","","","","","448"
"East Side Smiles","+12127445544","eastsidesmiles333@gmail.com","http://www.eastsidesmilesnyc.com/","Dentist","333 E 79th St # 1U","New York","NY","10075","US","4.3","38","","","","",""
"ProHEALTH Dental","+17185503022","employment@phdental.com","https://www.phdental.com/locations/prohealth-dental/long-island-city-ny/","Dentist","50-11 Vernon Blvd","Long Island City","NY","11101","US","4.6","167","","","","","114"
"Bway Smiles Pediatric Dentistry","+12128775577","1995bwaysmiles@gmail.com","https://www.bwaysmilesnyc.com/","Paediatric Dentist","1995 Broadway suite 205-a","New York","NY","10023","US","5","39","","","","",""
"Midtown Pediatric Dentistry | Dr. Marc Nardea, DMD","+16465990167","info@midtownpd.com","https://midtownpd.com/","Paediatric Dentist","347 5th Ave Suite 1210","New York","NY","10016","US","5","277","","","","","255"
"Pelham Dental Group","+17188226896","info@pelhamdentalgroup.com","http://www.pelhamdentalgroup.com/","Dentist","1144 Pelham Pkwy S","Bronx","NY","10461","US","4.1","38","","","","",""
"Dental Arts of Pelham | Part of the Roligo Network","+19147383606","nyfamilydentalarts@gmail.com","https://pelhamfamilydentalarts.com/","Dentist","87 Wolfs Ln","Village of Pelham","NY","10803","US","4.6","252","","","","","389"
"Dr. Evan Goldstein Family &amp; Cosmetic Dentistry","+18456346000","newcitydental@outlook.com","https://www.mynewcitydental.com/","Cosmetic dentist","20 Squadron Blvd #260","New City","NY","10956","US","4.0","50","","","","",""
"New City Dental Associates - Tina Cho, DDS","+18456345925","newcitydentalassoc@gmail.com","https://www.newcitydentistry.com/","Dentist","2 Omni Ct","New City","NY","10956","US","4.9","296","","","","",""
"Advanced Children's Dentistry","+15167585437","frontdesk@advancedchildrensdentistry.com","http://www.advancedchildrensdentistry.com/","Paediatric Dentist","200 Garden City Plaza #101","Garden City","NY","11530","US","5.0","9","","","","",""
"That Broadway Smile","+15167535437","info@thatbroadwaysmile.com","https://www.thatbroadwaysmile.com/","Paediatric Dentist","800 N Broadway","Massapequa","NY","11758","US","5","2013","","","","","969"
"EmblemHealth","+16464475000","neighborhood@emblemhealth.com","http://emblemhealth.com/","Insurance agency","55 Water St","New York","NY","10041","US","3.1","91","","","","","3992"
"Keith Bracy DDS Dentistry","+12123908399","appointments@drbracy.com","https://www.drbracy.com/","Dentist","100 W 12th St #1d","New York","NY","10011","US","5.0","245","4.9","33","","",""
"Bryant Park Dental Associates","+12127793368","info@bryantparkdentalny.com","http://www.bryantparkdentalny.com/","Dentist","2 W 46th St Ste#501","New York","NY","10036","US","4.9","91","4.8","43","","","1229"
"Madison Avenue Smiles: Anthony Ceccacci DDS","+12125932868","veronica@madisonavenuesmiles.com","http://www.madisonavenuesmiles.com/","Dentist","488 Madison Ave Suite 1712","New York","NY","10022","US","5","34","","","","","1140"
"JC Endodontics","+12127376112","jcrctny@gmail.com","http://rootcanal212.com/","Endodontist","200 W 57th St #808","New York","NY","10019","US","4.9","975","","","","","341"
"Columbia Dental Associates | Dr. Syngbum Kim DDS | Dr. Jonathane Jeon DDS | 김승범 치과 | 전경수 교","+12015850404","columbiadentalnynj@gmail.com","https://www.columbiadent.com/","Dentist","1585 Palisade Ave Suite C","Fort Lee","NJ","07024","US","4.8","24","","","","",""
"Dr. Trish Liang","+12129662999","mmmediacare@gmail.com","https://mmmdigital.org/new-york-dental-website-design/","Dentist","13-17 Elizabeth St APT 408","New York","NY","10013","US","4.8","13","","","","","71"
"Holistic dentist NYC","+12127581838","info@ddsnewyork.com","https://www.ddsnewyork.com/","Dentist","30 E 40th St Suite 704","New York","NY","10016","US","","","","","","",""
"No Limits Dental Midtown Manhattan","+12127575565","info@nolimitsdental.com","https://nolimitsdental.com/","Cosmetic dentist","140 W 58th St STE 6","New York","NY","10019","US","4.9","312","","","","","1175"
"Compassionate Endodontists New York/NYC","+12122451066","werootforyou@gmail.com","https://www.nycendodontist.com/","Endodontist","119 W 57th St #915","New York","NY","10019","US","4.9","562","","","","",""
"Dental Made Easy - Forest Hills, Queens","+17185077781","dentalmadeeasy2@gmail.com","https://dentalmadeeasy.com/","Dentist","116-20 Queens Blvd","Queens","NY","11375","US","4.8","762","","","","","7277"
"Roderick Lucente, DMD","+12127771969","doctorlucente@gmail.com","http://www.doctorlucente.com/","Dentist","525 E 12th St","New York","NY","10009","US","4.9","403","4.7","71","","","289"
"Grand Oral Surgery","+12126748351","chiomfs@hotmail.com","http://www.chiomfs.com/","Oral surgeon","217 Grand St #801","New York","NY","10013","US","4.5","250","4.1","68","","",""
"Dr. Rossinski Dental Health","+12126733700","inform@rossinski.com","https://www.rossinski.com/","Dentist","30 5th Ave #1g","New York","NY","10011","US","4.5","66","4.4","87","","","32"
"Soho Dental","+12122197600","sohodental@gmail.com","http://sohodentalny.com/","Dental clinic","120 E 56th St SUITE 1100","New York","NY","10022","US","5","2","","","","",""
"Manhattan Bridge Orthodontics","+12122740477","hello@mbosmiles.com","https://www.manhattanbridgeortho.com/","Orthodontist","77 Bowery 6th Floor","New York","NY","10002","US","4.9","1371","4.5","168","","","1910"
"Christian Chung, DDS","+12127579227","info@ccdds.com","https://www.ccdds.com/","Dentist","200 W 57th St Suite 1108","New York","NY","10019","US","4.7","62","4.4","97","","",""
"City Endodontics P.L.L.C.","+16468809445","city@nycityendodontics.com","https://nycityendodontics.com/","Dentist","30 E 40th St #607","New York","NY","10016","US","4.9","325","","","","","6493"
"New Century Smile","+12127522212","gmanthas@newcenturysmile.com","https://www.newcenturysmile.com/","Dentist","250 E 58th St","New York","NY","10022","US","4.4","56","","","","",""
"Karpov Orthodontics","+12122030725","mariakarpov@icloud.com","https://www.karpovorthodontics.com/","Dentist","22 Harrison St","New York","NY","10013","US","4.9","112","4.7","24","","","837"
"Upper East Pediatric Dentistry","+12123171212","uppereastpediatric@gmail.com","https://www.uespediatricdentistry.com/","Paediatric Dentist","30 E 60th St # 608","New York","NY","10022","US","4.8","138","","","","",""
"Upper Eastside Orthodontists","+12123600835","","https://www.ueso.org/","Orthodontist","153 E 87th St APT 1B","New York","NY","10128","US","4.9","437","","","","","827"
"Betances Health Center","+12122278401","","http://www.betances.org/","Community health centre","280 Henry St","New York","NY","10002","US","3.8","131","","","","","610"
"Courtney K Linenberg, DDS","+19085173455","office@boutiqueendodontics.com","http://www.boutiqueendodontics.com/","Endodontist","571 Central Ave STE 105","New Providence","NJ","07974","US","5","7","","","","","203"
"Park South Dental: Lam Phillip H DMD","+17188922200","carmen@parksouthdentalassociates.com","http://parksouthdentalassociates.com/","Dentist","1530 Unionport Rd","Bronx","NY","10462","US","4.2","37","","","","",""
"All Smiles Dental, PC","+17182532300","office@allsmilesdentalpc.com","http://www.allsmilesdentalpc.com/","Dental clinic","2016 Avenue M","Brooklyn","NY","11210","US","4.6","317","","","","",""
"Community Healthcare Network – Lower East Side / Catherine M. Abate","+12124771120","","https://www.chnnyc.org/lower-east-side-center/","Community health centre","255 E Houston St","New York","NY","10002","US","3.0","71","","","","","1576"
"Integrated Dental Aesthetics","+19738384460","team@doctorlogan.com","http://www.doctorlogan.com/","Dentist","11 Kiel Ave","Kinnelon","NJ","07405","US","4.9","189","","","","",""
"FAIR Health","+12123700704","rkent@fairhealth.org","http://www.fairhealth.org/","Non-profit organisation","800 3rd Ave Suite 900","New York","NY","10022","US","4.5","8","","","","",""
"Linhart Dentistry","+12126825180","","http://www.drlinhart.com/","Dentist","230 Park Ave #1164","New York","NY","10169","US","5.0","387","","","","","16008"
"West Side Family Dental Group","+12124969600","wsfdgroup@gmail.com","http://www.westsidefamilydental.com/","Dentist","400 West End Ave Apt 1b","New York","NY","10024","US","4.7","149","","","","",""
"Madison Avenue Dentists","+12126880103","mavedds@gmail.com","https://mavedds.com/","Doctor","18 E 48th St #501","New York","NY","10017","US","5.0","78","","","","","569"
"Joshua S. Rubin, DDS","+12126872877","jsrubindds@gmail.com","http://joshuasrubindds.com/","Dentist","340 Madison Ave #4c","New York","NY","10173","US","5","114","","","","",""
"Glen J. Graffeo, D.D.S. - New York NY","+12125403080","info@drgraffeo.com","https://www.drgraffeo.com/","Dentist","630 5th Ave #1862","New York","NY","10111","US","5.0","72","","","","","153"
"Touro Dental Health","+19145942700","tcdmasda@gmail.com","https://dental.touro.edu/patient-care/","Dental school","19 Skyline Dr Rear Entrance","Hawthorne","NY","10532","US","4.8","1599","","","","","9509507"
"Billings Dental Care","+18452233966","billingsdental@yahoo.com","http://www.billingsdentalcareny.com/","Dentist","2411 NY-82","Lagrangeville","NY","12540","US","4.9","153","","","","",""
"E Gold USA Inc. / Gold Teeth USA","+13479034872","egoldusa@gmail.com","http://www.goldteethusa.com/","Jewellery Store","36 W 47th St 5 floor","New York","NY","10036","US","4.6","100","","","","","64242"
"Police Benevolent Association of the City of New York","+12122989100","enrollment@nycpba.org","http://www.nycpba.org/","Trade Union","125 Broad St","New York","NY","10004","US","3.1","63","","","","","71548"
"Communications Workers-America","+12122266565","tpinto@cwa1180.org","http://www.cwa1180.org/","Trade Union","6 Harrison St","New York","NY","10013","US","4.6","18","","","","","1258"
"Dental West NYC - Prosthodontics and Laser Dentistry","+13322633034","hello@dentalwestnyc.com","https://dentalwestnyc.com/","Dentist","115 Central Prk W Ofc 4","New York","NY","10023","US","5.0","66","","","","",""
"The Center for High Tech Dentistry","+12129888822","drswrdmd@aol.com","https://www.drkavehabedini.com/","Dentist","399 E 72nd St # 1A","New York","NY","10021","US","4.8","105","","","","","85"
"Better Living through Dentistry : Manhattan","+12127246280","hello@implantnyc.com","http://www.implantnyc.com/","Dental implants periodontist","155 W 68th St #228","New York","NY","10023","US","5.0","21","","","","","428"
"Slc Management Inc: Epstein Howard DDS","+12127363573","inhomepediatricpt@gmail.com","http://www.inhomepediatricpt.com/","Dentist","358 5th Ave","New York","NY","10001","US","","","","","","","62760"
"NoHo Dental - Dr. Stanton Young","+12126737381","info@nohodental.com","https://nohodental.com/","Dentist","14 Washington Square S # 606","New York","NY","10012","US","5.0","29","4.8","48","","","260"
"LIV Dentistry - Lower East Side","+16469703878","hello@livdentistry.com","http://ilivdentistry.com/","Dentist","504 Grand St # M5","New York","NY","10002","US","4.4","45","","","","",""
"Sky Dental Kids","+12126001996","info@skydentalkids.com","http://www.skydentalkids.com/","Paediatric Dentist","111 Broadway Suite 1304","New York","NY","10006","US","4.9","61","","","","","3181"
"Clauss Charles DDS","+12124732343","doc.c@verizon.net","http://www.charlesclaussdds.com/","Dentist","29 Washington Square W # 1c","New York","NY","10011","US","5","4","","","","",""
"Queensboro Plaza Dental Care","+17184518484","inquiry@queensboroplazadental.com","https://queensboroplazadental.com/","Dentist","42-15 Crescent St","Long Island City","NY","11101","US","4.8","504","5","111","","","670"
"Modern Orthodontics","+12122338320","","https://modernorthonyc.com/","Orthodontist","88 Chambers St","New York","NY","10007","US","4.8","117","3.9","24","","","784"
"Gramercy Dental Suite","+13479037277","admin@gramercydentalsuite.com","http://gramercydentalsuite.com/","Dentist","201 E 17th St Ofc 1","New York","NY","10003","US","4.9","254","","","","",""
"Wall Street Orthodontics","+15512136798","","http://wallstreetortho.com/","Orthodontist","111 Broadway APT 1707","New York","NY","10006","US","4.9","80","","","","","5221"
"Tribeca Little Smiles","+12123554510","drolgamalkin@hotmail.com","https://tribecalittlesmiles.com/","Paediatric Dentist","23 Warren St ste 12","New York","NY","10007","US","5.0","4","5","1","","","5273"
"Clarence Loflin, DDS","+12124933309","cj@loflindds.com","https://loflindds.com/","Dentist","200 Central Park S #206","New York","NY","10019","US","5.0","142","","","","",""
"Wally Health","+18883352957","hi@hiwally.co","https://www.carebywally.com/","Dentist","249 Church St","New York","NY","10013","US","4.7","704","3.1","106","","","18596"
"Dr. Toksoy | Studio Dental NY | Minimally Invasive Esthetic and Implant Dentistry","+12122602652","info@drdavidtoksoy.com","https://www.drdavidtoksoy.com/","Dentist","81 Irving Pl # 1d","New York","NY","10003","US","5.0","319","5","1","","","2633"
"Ritual Dental","+12126804050","hello@ritualdental.com","https://ritualdental.com/","Dentist","321 Greenwich St","New York","NY","10013","US","4.7","45","1.5","2","","",""
"Smile Dental Studio","+16468832086","info@smiledentalstudio.nyc","https://smiledentalstudio.nyc/","Dental clinic","92 Chambers St","New York","NY","10007","US","4.9","554","","","","",""
"Expert Dental - Tribeca","+12125402258","","https://nexhealth.info/book/appt/expertdentalpc","Dentist","43 Warren St","New York","NY","10007","US","4.5","512","","","","",""
"All Smiles on 12th St.","+13473786335","smile@caringdentaloffice.com","https://caringdentaloffice.com/","Dentist","59 W 12th St Apt 1C","New York","NY","10011","US","5.0","58","4.7","10","","","89"
"NYC Dental Arts Pllc -Jonathan Schwartz DDS, Bruce Haber DDS","+12126970047","","http://jonathanschwartzdds.com/","Dentist","122 E 42nd St #2511","New York","NY","10168","US","4.9","145","","","","",""
"Brooklyn City Dental","+17187257732","info@brooklyncitydental.com","https://www.brooklyncitydental.com/","Dentist","739 Manhattan Ave","Brooklyn","NY","11222","US","4.8","706","","","","","899"
"Midtown Manhattan Dental Arts","+12127573879","nafeesa.midtowndental@gmail.com","https://midtownmanhattandental.com/","Dentist","140 W 58th St STE 2","New York","NY","10019","US","5.0","29","","","","","439"
"Keith F. Silverman , D.M.D. Upper West Side","+12128775370","info@nycteeth.com","https://www.nycteeth.com/","Dentist","40 W 86th St #1a","New York","NY","10024","US","5.0","394","","","","",""
"New York Endodontics Studio / Downtown","+19175650302","info@nyendostudio.com","http://nyendostudio.com/","Endodontist","26 Broadway","New York","NY","10004","US","5.0","43","","","","","626"
"NYHTC &amp; HANYC Employee Benefits Fund Midtown Dental Center","+12125630095","humanresources@hotelfunds.org","http://www.hotelfunds.org/","Dental clinic","W th St","New York","NY","10123","US","2.8","15","","","","","1035"
"Straight Set Orthodontics - Lower East Side","+12124750051","melanie@straightsetortho.com","https://www.straightsetortho.com/lower-east-side","Orthodontist","50 Clinton St","New York","NY","10002","US","4.6","245","","","","",""
"Best Dental Center for Dentistry","+17187458500","bestdental2012@gmail.com","http://bestdentalbklyn.com/","Dentist","7502 Ridge Blvd","Brooklyn","NY","11209","US","4.9","280","","","","","314"
"SMILELOUNGE","+19296301020","smileloungebk@gmail.com","https://smileloungebk.com/","Dentist","201 Franklin St","Brooklyn","NY","11222","US","4.9","435","5","5","","","1338"
"Mark Kogan DDS","+12123024132","timessquaredentalcenter@gmail.com","http://nycbroadwaydentist.com/","Dentist","120 E 56th St #720","New York","NY","10022","US","4.8","66","","","","","23"
"Kings Highway Oral & Maxillofacial Surgery","+17185766999","melville@leadingedgesd.com","https://www.leadingedgespecializeddentistry.com/oral-surgery/location/oral-surgeon-brooklyn/","Oral surgeon","1610 E 19th St","Brooklyn","NY","11229","US","4.7","741","","","","",""
"Maison BE Dental Studio","+12125183815","info@maisonbedental.com","http://www.maisonbedental.com/","Dentist","156 5th Ave #900","New York","NY","10010","US","5.0","68","","","","","13596"
"Century Dentistry Center","+12129292202","centurymedicalny@gmail.com","https://www.centurymedicaldental.com/dentistry/","Dentist","827 11th Ave Ground Floor","New York","NY","10019","US","4.9","22","","","","","179"
"Noble Dental Studio : Implant I Root Canal I Crown / Filling in Chelsea/West Village","+12122431023","nobledentalstudio@gmail.com","https://nobledentalstudio.net/","Dentist","222 W 14th St #7Mezz","New York","NY","10011","US","5.0","78","","","","","43"
"Carrie Giuliano, DDS, PC","+16462256677","cgiuli@gmail.com","http://www.carriegiulianodds.com/","Dentist","145 E 15th St #1a","New York","NY","10003","US","5.0","256","4.7","23","","",""
"Spencer Lew DDS, PLLC is now Madison Dental Loft, PC","+12122861717","info@madisondentalloft.com","http://madisondentalloft.com/","Dentist","30 E 40th St #706","New York","NY","10016","US","5","22","","","","",""
"Julie Cho","+12127533117","info@drsheilbutradincho.com","https://www.drsheilbutradincho.com/","Dentist","59 E 54th St #43","New York, NY","00","24211","US","5","25","","","","",""
"Daniel Wank, DDS","+12128670345","info@danielwankdds.com","https://www.danielwankdds.com/","Dentist","115 E 61st St fl 6","New York","NY","10065","US","4.7","171","","","","",""
"Highline Dental Practice PLLC","+12129896510","highlinedentalpractice@gmail.com","http://www.highlinedentalpractice.com/","Dentist","420 West 23rd Street Units #GF&GR","New York","NY","10011","US","5.0","92","","","","",""
"Shine Dentistry NYC","+12122425344","info@shinedentistrynyc.com","https://www.shinedentistrynyc.com/","Dentist","255 W 23rd Street 1FW","New York","NY","10011","US","4.9","121","","","","","641"
"Pamela L. Hunte, D.D.S.","+12126822892","","http://www.pamelahuntedentistry.com/","Dentist","275 Madison Ave #1818","New York","NY","10016","US","5","287","","","5","15",""
"Stewart Gordon, DDS","+12123629150","dr.stewartgordon@gmail.com","http://www.smilesbydrgordon.com/","Cosmetic dentist","262 Central Prk W # 1c","New York","NY","10024","US","4.9","69","","","","",""
"Mint   Bella Dental","+16462335251","hello@mintandbelladental.com","https://dentistgreenwichvillageny.com/","Dentist","39 W 8th St Floor 1","New York","NY","10011","US","5.0","364","","","","","209"
"Onsite Dental - The Parlor NYC","+19174445768","onsitedentalmilpitas@onsitedental.com","https://onsitedental.com/location/theparlornyc","Dentist","160 Madison Ave Ste 31","New York","NY","10016","US","4.3","176","","","","","3493"
"Stewart Lantner DDS PC","+12123998888","dentist@drlantner.com","http://drlantner.com/","Dentist","200 W 57th St # 800","New York","NY","10019","US","5.0","211","","","","",""
"Dr. Evelyn E Baran, DDS","+12126410633","info@evelynbarandds.com","http://evelynbarandds.com/","Dentist","247 3rd Ave #202","New York","NY","10010","US","4.9","157","5","9","","",""
"Dr. Nima Dayani","+12127523636","","https://www.eoi.nyc/nima-dayani/","Endodontist","36 W 44th St #712","New York","NY","10036","US","4.6","20","","","","","573"
"RMD Best Dentist Noho 24 Hour","+16466872443","andrey@rankmydentist.com","https://www.rankmydentist.com/top-dentists/new-york-city","Cosmetic dentist","17 Bleecker St","New York","NY","10012","US","5.0","2","","","3.5","21",""
"RHONDA HAKIMI, DDS NYC CENTER OF DENTAL SLEEP MEDICINE","+12127764259","thesmilebarnyc@gmail.com","http://www.thesmilebarnyc.com/","Dentist","35 E 38th St # 1C","New York","NY","10016","US","4.7","32","","","","",""
"CitiDental","+17188658111","","https://www.mycitidental.com/","Dental implants provider","105-46 Cross Bay Blvd","Ozone Park","NY","11417","US","4.4","148","","","","",""
"NYC Dental Smile Team","+12123709249","emailtesterone@gmail.com","https://www.nycdentalsmileteam.com/","Dental clinic","130 E 35th St","New York","NY","10016","US","3.4","5","","","","","456"
